time_index,V1,V2,V3,V4
0,0.0058115939996551125,0.25972129895761553,0.07269445588363024,0.09140427950994384
1,-0.1501231307269756,-0.01626909272060048,-0.01167760615609292,-0.07312964195650665
2,0.14012806179573897,-0.03653739731468331,0.043684895377546155,-0.07961761031124545
3,0.07940332752547333,0.17478952492405528,0.03364978334805304,0.04938081815275257
4,0.022297956252339872,0.1538856885385365,0.06203226030472818,-0.003066389820794449
5,-0.01773538215375766,0.016261044782817133,-0.0247677433557524,-0.28053901740378134
6,-0.06426253238069025,0.027531095038432006,-0.12413241064250898,0.030173580240206194
7,0.050994050156359355,-0.1781020172190862,0.08256105037690466,-0.06790369794787939
8,-0.18675091273779137,-0.12792582304697783,0.059071254184655156,-0.00953021337215279
9,0.2851077804693825,-0.10309717408679403,0.02326747443981385,-0.03619078338561043
10,-0.057855233715512974,0.1571949947701935,0.16000581364018168,-0.0827945019448817
11,-0.004312183654936592,0.08941239311242355,0.15731018053636198,0.032188228005069056
12,0.002736746063855421,0.13502388630187886,-0.025340553052864076,-0.158331653690938
13,-0.013405903721860738,-0.10276826818848203,-0.06643592521538456,-0.07865995241114679
14,0.13324724976172342,-0.001121319171718621,-0.045753274453703925,-0.09007009773456344
15,-0.06108766507376768,0.0011962155837911687,0.00453769956736981,0.13649288597839365
16,-0.0028582105812051915,-0.011050371516754582,0.1941645966049231,0.2795733696204825
17,0.16219263515868454,-0.1295856679677222,0.19206079299057693,0.06937037734715787
18,-0.100191684196247,-0.008535578206801744,-0.019182337257786425,0.004521591074681074
19,0.019322895044766326,-0.0006868711731885524,-0.05592162470172203,-0.18201139909577413
20,-0.10428330334049463,0.11978591446209175,0.014119810877455445,-0.06907323856246066
21,-0.12368698085856433,0.22559916006462372,0.06056396127617211,-0.12292438910000611
22,-0.007941678314254873,0.05784791500914025,-0.19798011595766307,-0.06823599937226618
23,-0.016083937588467857,0.03969884667074212,0.06448856221341939,0.07684332285169046
24,-0.08591399735606804,0.10787473063502381,-0.030169443215835968,0.10436949556085595
25,-0.04463332346325466,-0.05046463248738678,-0.029904167650856704,0.05324320309403216
26,-0.03742457717569598,-0.05289548328484073,-0.024802765598444347,-0.09356625067966073
27,0.17690479967710576,-0.21904111170811297,-0.1097990267944331,0.09297777073081856
28,-0.05991451738147702,0.11843883624725196,0.11688971781162552,0.03971058803260642
29,-0.01966644328535434,0.023440532841078707,-0.09597703701722742,-0.030755180529823845
30,-0.06622101056514186,0.03637899437657576,0.056864482073654576,-0.0938161829580382
31,0.19982551353211156,-0.13889468493671386,0.021570331981683788,0.020567858633378733
32,-0.05796266138565175,-0.026930007480465708,0.008668745204522404,0.04184592479863945
33,0.0034481912224916325,-0.08958453059445406,0.038204114148753195,0.034113258743197275
34,0.14847221263647256,-0.12013363086179946,0.034515261364885204,0.14620327297486796
35,-0.06413377832727099,0.05928719670125449,0.09017105061037428,0.11242130230162664
36,0.042160609817069886,0.025177531927455747,-0.23135429359008358,0.1012881948477209
37,-0.12135576410424855,0.0174676940621898,-0.04863770187067211,0.1499348189949232
38,0.21369826787564633,-0.09306480436155362,0.057718253321981966,0.0468511513233072
39,-0.13315869204158465,-0.07537035206470823,0.04674073404368839,0.22975740107033363
40,0.12064728945552877,0.014531322309305567,-0.02550587291034784,0.17801178641340773
41,-0.0044737912549577055,0.16944875808565196,-0.05496867087857454,-0.0730727249312773
42,0.10573882881763573,0.07670711254814744,0.012809637153960487,-0.17417280281666953
43,-0.0870352622958836,0.08187607286797073,0.2990337994730197,-0.10304175497309613
44,0.1662645090689362,0.05661056010756298,-0.24505636416650214,-0.09505179547621444
45,0.013825583213445847,0.15334398130638976,0.22557474824393997,0.053152299050881
46,-0.09255196316813565,0.023580443681388272,-0.165978546853919,0.16305130814390598
47,0.02861158613085718,-0.1022951417324254,-0.08026807379986292,-0.011075921208638054
48,-0.03880543138873357,-0.20047797763808017,-0.024601102832715126,-0.19864163437390614
49,0.044270857162855504,-0.11377120676676893,0.03378103162748736,-0.19269504296024473
50,-0.11698067232321542,0.02785371858464529,0.26411628780569363,0.08321390552527405
51,-0.08312888180737671,0.07843831085125622,-0.2509442201560268,-0.053470117384850996
52,-0.004592357237884689,-0.11070498566972471,0.11890292231414741,0.0521624364911521
53,0.03842721285678653,0.0941283704212732,-0.07314987145297124,0.03821319498875328
54,-0.17563842557608647,0.00018274123218442462,-0.033247839552574106,0.01871006547921181
55,0.1929247022045128,-0.17485465611297135,-0.16738138533172012,-0.10682537432712824
56,-0.2335986487382646,-0.23027241135649773,-0.05098450746587717,0.04777732998069725
57,0.06385749433464341,-0.1425114548354911,0.11575601323388893,0.08409367082778782
58,-0.12045779443377477,-0.020444631530289664,-0.058646224440191644,0.01456091612024954
59,-0.07751426119180277,-0.08921276662135327,-0.07435906780648907,-0.12362885628192738
60,0.027893957477671105,-0.14822073478887463,-0.01884233025605358,0.18545586168792286
61,-0.1393123635145,0.12985499162774256,-0.07140662757471111,0.02641464953093564
62,0.11324560541485817,0.11688575242768998,-0.09432663838560608,-0.10942080928343882
63,0.02728698017488538,0.14576019050058905,-0.01234191635859093,-0.15748324453605636
64,-0.15064255441840663,0.09094218750300051,-0.047250346497092754,0.010086843811387108
65,0.21062055060635368,0.046588849829665234,0.011298868777167119,0.022313892304443295
66,-0.17020321460446808,-0.13142262120421577,0.061803232848948716,0.022373019186293294
67,0.07106448890245806,-0.14444673228943297,0.02972807372389845,0.15844248679680756
68,0.010806243434507368,-0.006407055979762148,0.061261820490615446,0.13920030675999964
69,0.006738876562201212,-0.1922007847642559,0.1719257326557514,0.21316078153894674
70,0.023063177221634708,-0.3304863126319963,-0.19183152717797058,-0.06803216751541244
71,0.01977459290294714,-0.30268620823668596,0.13447091889826418,-0.11240965933650396
72,0.052558472378519024,-0.11599464342543915,0.03562466835540705,-0.14027329273272818
73,-0.11989754948194455,-0.03603405150535288,-0.09481663381565317,0.012229474163599128
74,0.13225866675079467,0.0004839901603186994,0.03017842934829824,-0.1027060013610109
75,0.0005399642560603921,-0.10330514127006121,0.1327075722212874,-0.04189957368161887
76,0.0764327849027923,0.06086515164676219,-0.04338455783994198,-0.11062748892926205
77,-0.007535958686920613,0.13831802612403643,0.13260887347178546,-0.05293825991782079
78,0.1272302960198883,-0.016662659516429527,-0.3392954632539512,-0.1604904941218126
79,-0.00586504264354791,0.1345640432333302,0.04766514859577822,-0.04973987787190568
80,-0.02620112114768954,0.010907122003051384,-0.12115506819995217,-0.10107353322877607
81,0.07401928029296584,-0.08063185731373436,0.26804277309839586,-0.002561363246766397
82,-0.0907883024890255,0.06632975630467391,-0.12518267174236614,-0.14892109525482247
83,-0.1520355178768382,0.0033054114823437555,-0.0003194759863763587,-0.023207710619911795
84,0.0035784143887505823,0.03726265421831894,-0.05672354222760509,-0.009381741893186689
85,0.14651190436264858,0.0760963132103902,0.0003430735061965319,-0.10832011409995965
86,-0.07043191688350725,0.04428051917060415,0.057258649653122676,-0.31240530805422284
87,0.09398967897572097,-0.014132890062633473,-0.14962613690850474,-0.06553922698594028
88,-0.03423962349830267,-0.009637817115430169,0.026896307867340236,0.026799433208500808
89,0.04819599037425958,0.07169582666058372,-0.0674966727905878,-0.1261255826219108
90,0.05370459993404576,0.06871472476015432,0.07991368512352884,-0.06288245136089844
91,-0.033037664369415326,0.12794281554543938,0.09972178410112703,-0.19520256505337952
92,-0.0009147960441872431,0.08601054228129895,-0.10110439796794278,0.014099776854541765
93,0.0255267129665774,0.011034212569564997,0.18970155644743142,-0.06185709630491478
94,0.030719202284157573,0.11840631049203004,-0.19609965611182792,0.03596681327532443
95,0.13579257950764873,-0.028552862515902014,0.0652918368964443,-0.022700978491149323
96,-0.300093664929705,-0.04263430489076131,0.1518560735710558,0.07649817173154773
97,0.14956673457470188,-0.02721504811510539,-0.16383962705459112,0.10332767351070707
98,0.0072384856114054985,0.22042704843039185,0.16434417435234533,0.12538343394053816
99,-0.07349780503079732,0.22053727952270574,0.024588063211065825,-0.13997407388239963
100,0.093914100866312,0.0029305397091722585,0.06961739064283991,-0.06884198788032986
101,-0.19685807954901408,-0.03269644634408959,-0.08840249053911145,0.04597784972274069
102,-0.05827243307818873,-0.1484938062227273,-0.028537575903970002,0.11910529529392552
103,-0.09365732535528783,-0.05142484317387342,0.160291296514618,-0.040401160819833776
104,-0.08559236422806821,-0.16049138031662497,0.03194201020488316,-0.09142959001071765
105,0.13494218190927015,-0.09908256215394481,-0.14029718958651904,0.12622232282929707
106,0.005360021723467806,0.09192789556060646,0.15322720556225583,-0.02034393996942943
107,-0.2148117248814142,-0.017517473160654183,-0.0976491617039722,-0.20560370118503474
108,0.29789955185750894,-0.12965146948890954,-0.06664828027848745,-0.05361413354194608
109,-0.1587921425323218,-0.051454694524374255,0.058422021325569465,0.057061234490092795
110,0.20640871291338744,-0.14390706016371108,0.014153855081277922,0.01584281611341871
111,-0.04903993020729488,-0.13354683851303295,0.009263482340373157,-0.051264084604140156
112,0.20141835506293754,-0.038164388931186025,-0.004286570496689263,0.028034634038920175
113,-0.10398398661865355,0.09090410039890442,-0.07202797330522687,0.15489668959606404
114,0.1583172044752304,-0.05362553684845,-0.08962957431440399,0.09991029311827304
115,-0.04193920010324942,0.1325627438471447,-0.07251348630052082,0.10019490715764996
116,-0.13015004681021025,-0.0570406226082165,0.05750694210091262,-0.04622369788822956
117,-0.0950141492723212,0.00699032319199791,-0.12136313438063605,0.018134604245089996
118,0.020606229126317144,0.021220608601501278,0.011592196219752153,-0.0961919497139216
119,-0.007709069068158055,0.10305635102029094,-0.2543587178765073,0.08373902361235912
120,-0.32241801528073905,-0.11637387244934018,0.4364270525505403,-0.1448795393614026
121,0.2157732836833121,-0.16303278926184386,-0.17306123107118834,0.020758580193989795
122,-0.08682337363753186,-0.07572599371843915,0.3377077256302776,0.15342411380319376
123,0.020774972560533827,0.047586755331319536,-0.13268859671582556,-0.1632255293204632
124,0.17060679281210625,-0.10614754163292553,-0.03666508786336476,0.07599135926162802
125,-0.06981873442528486,-0.11218526911048657,0.2192117189461627,0.0293000266079474
126,0.0016035324777243613,-0.004556262515314838,-0.02178547579166469,0.061757131743948514
127,-0.06131612087712825,-0.15672057908985124,-0.081203257424941,-0.0004628556341139435
128,0.15995810715497943,-0.018739013966084253,0.16989259498903853,-0.009817945988246701
129,0.008773966109814263,0.016346404057370287,-0.06458834073046095,-0.12694753785203372
130,0.018082551145995177,0.027758869915571,-0.014599647880603979,0.04430137671383397
131,0.13133295658885713,0.12921352462928595,0.004722484975934659,0.1208212573715632
132,-0.0015647811839035672,-0.01940369407261093,-0.07977507035372543,-0.001913205440633327
133,0.009729430551087277,-0.07465919926681269,0.15240507187772634,0.09269329862875396
134,0.1412985129212607,-0.025112177697924024,-0.012507794982282827,0.07124238474986716
135,-0.1114834222782179,0.10613133308088585,0.10308644653645747,-0.10504718032755395
136,0.2023097721215039,0.013099498521801442,-0.05240944807255622,-0.10984947849916131
137,-0.1865712840347794,0.059188665319774264,0.10641669873666476,-0.044011458726448544
138,-0.027400541479006085,-0.18677510773635828,0.01656987018786303,0.035617930372258154
139,-0.0011819610235811497,-0.02029097829400453,-0.08124459117391977,0.19931695595682336
140,0.09691370451620274,-0.027640229780804503,0.015946604283073595,-0.0897552074663053
141,0.007684951905658946,0.12251622397994952,-0.024308629803183705,-0.04285007146168837
142,0.008804055284587716,0.037262741918606596,0.06758452160815787,0.018597173050687442
143,-0.04828255464907493,0.03816427193592073,-0.06407298388073712,0.025323985206249452
144,-0.002993918935870289,-0.17964456982598118,0.24060165546268414,-0.028737880983280305
145,0.07210152110700953,-0.08008525033880118,-0.0053388495847308814,0.017136704570090217
146,-0.03131503851797773,-0.06235306599858175,-0.26353375577732985,-0.003513887520243921
147,0.03515004252930391,0.035764654247140336,0.0444277541903506,-0.1787066775333264
148,-0.015043864762846316,0.13270768138110522,-0.279957517541131,-0.03281427339542027
149,0.06640716963258007,0.03008203508746911,-0.03482531683093204,-0.09016905696172449
150,-0.21598722750965063,0.0441382025084956,0.12173511043757268,-0.06324902105678334
151,0.09070484044167018,-0.09026001730228148,-0.2277884705433142,0.014921051256757585
152,-0.02474436893954933,-0.07455040276494165,0.158700226449963,0.024459538318974065
153,0.05349914518180726,0.01420132099959246,0.08678123295045298,0.022704471697044926
154,-0.04345252161184065,0.07394066627076942,-0.11048882285375036,0.11043288489819732
155,0.15411586546888753,-0.026937710090613597,-0.15945830150707302,0.007920227715781287
156,-0.1518718407867903,0.15378073400559586,0.3326101109473867,0.09066473704670479
157,-0.16511497278585813,0.10882552549294366,-0.29406145797232597,-0.042274955454512333
158,-0.03305101149895229,0.03894907233852789,0.13624333018317208,0.011522685598827865
159,0.09196390639027613,-0.2019795394786409,0.0028911148125237776,3.436407600474617e-05
160,-0.08997148978778027,0.08996133412651225,-0.040392097890296255,0.1970634580663484
161,0.02321877729966366,0.16537853774280253,0.0033214545229011787,0.10566167078277112
162,0.05674655001444782,0.01713939006749432,-0.14736761634653756,-0.17857600395348436
163,-0.07910348040890039,-0.1305150421950384,0.12230745642408844,0.02485534042646302
164,-0.010950237647614783,0.01716060828020198,-0.09610544178480282,-0.048142600668891644
165,0.057900337580443245,-0.1260548193383737,-0.028457700073079753,0.16317436373642805
166,-0.06401422796557307,-0.07254765033444478,-0.027405868318741394,0.09247783067379003
167,0.09244313721260458,-0.18586752607972762,0.07724356267884774,0.08028922489334696
168,-0.25007006182410174,0.04599826160223967,0.18645538122224597,-0.06361592193498963
169,0.11907164153219016,0.12284716572304497,-0.1087149747676517,-0.10654680961735327
170,-0.01210000151659918,-0.13072509029808735,-0.08844161984635746,0.20649776374380188
171,0.04893400886452815,-0.13715295080007633,-0.0833268314937164,-0.09088810077497744
172,0.10571554339994685,-0.08751964191916028,0.09898433646233508,0.03201983527371184
173,-0.2452694293995429,0.11242560513871976,0.06592082445769312,-0.061534204833786355
174,0.028419417983067033,-0.025176670335242686,-0.36963399726215873,-0.07714013702920806
175,-0.028158968678195555,-0.07752362750933904,0.1878924339759626,-0.04583270138328949
176,0.07305325974596451,-0.019745709489033324,-0.22098929616704183,0.06743986307395335
177,-0.007050063793802283,0.12168066735614796,0.20604270315364018,0.07673185419231118
178,-0.0668163842254005,-0.06557640266424812,0.024000203691912636,-0.06255818610293715
179,0.04633910776873246,-6.427382263179265e-05,-0.15748369573818094,-0.017754212269605347
180,-0.010719346931222031,0.11840241552435378,0.04050814511393096,-0.02752924332057719
181,-0.08034689099005786,-0.0032087651241664156,0.1760956120082396,0.10920115206721849
182,0.18443436709727515,-0.09476964959604514,0.025598699004710526,-0.010582229066215235
183,0.002059125558893954,-0.14935834895057637,-0.012504682779619317,0.12162386627587754
184,0.032021436464305796,-0.13140253641782132,-0.12920903654141805,0.18453138391369056
185,-0.045920520869351535,0.05415844377001221,-0.09540300101821704,0.1372638168184355
186,-0.11236407450796353,0.05730969524789098,-0.08925980077193969,0.03337616103828899
187,0.0885392116559381,0.0951823344196945,0.1849470171334356,0.019581905917576466
188,0.06827233521105266,0.096715208530899,-0.011068482813643442,-0.013320793593264824
189,-0.11167969381740138,0.18444670563820165,-0.04065794133592492,-0.13046759633006846
190,0.09014071141281593,0.05387355403996454,-0.1133362256624489,-0.03351318814710552
191,0.24094019042081743,0.14417113855363062,-0.030960878558014375,-0.11667302204040687
192,-0.17194842258557747,0.12621627471218091,0.004518225116877397,-0.005112741737644637
193,0.31575040245834923,0.06645902816752969,0.11892057356165028,-0.03665891568822484
194,-0.06952303958915196,0.14160631013918903,-0.02321984094307688,-0.019737791571254965
195,-0.12400274146367357,0.009070065264392087,-0.23860845880767584,0.015605547366416821
196,-0.03371789103269815,0.07362653923022056,-0.06832959934933935,0.1474367752156162
