,V1,V2,V3,V4,V5
0,0.08370850953809604,0.054879718182979736,0.037530511613920334,-0.023195409565225394,0.016325708346106988
1,0.07750867423177116,-0.03615976240790703,-0.0228819557751916,-0.0017064880556767331,0.033229913517532454
2,-0.01900317146173205,0.0635570813903325,-0.007501974404817747,0.05322858589067747,0.006689253441360973
3,-0.03778514714873815,-0.08868267735818743,0.11299246663697085,0.0028124193277211836,-0.0730342220375517
4,-0.016620491989515717,0.02321409801989798,-0.03803513054897066,0.03718883831136164,-0.08647486517742771
5,-0.05018604262562636,0.10675293713262743,-0.09266780119862277,0.0446236055256869,-0.027256665764318726
6,0.021198095762795723,-0.02731384783576541,-0.008969056292081303,0.09881467925125836,-0.03866853479779128
7,0.005360834869039688,-0.01928953622673979,-0.10038813719336656,-0.08945674683877806,-0.018111962155508393
8,0.08407343954689331,0.08528612102282469,0.026339822972341637,0.03632934154006816,0.0684614606479716
9,0.03930684613790339,-0.08525388186762942,0.22339830254482845,-0.0028696024526717705,0.1049205652666175
10,-0.09663034174796266,-0.07134839963944159,-0.01596540918497329,-0.08135460953125277,-0.11886785895375279
11,0.05071583488618439,-0.0284272034161273,0.08214442819390105,0.03955111664162181,0.056327051357081374
12,-0.014202377455269111,-0.05659569764025764,0.09815074315785605,0.04032436230175224,-0.022845055030203485
13,0.08013222454440272,-0.06115065367842298,0.08934915805513775,0.14757476090146635,0.11352349821353823
14,-0.07544260149980882,-0.025007648762908223,-0.021161306701612703,-0.07345378101236533,0.02457245721441694
15,0.028930573173902886,0.04276680591585885,0.10494933398510481,0.08106649795503099,0.06779580186569692
16,0.056384308407391795,0.059331068215529345,0.01238645393241427,0.08396607683762436,0.10531845121788366
17,0.04261332962019784,-0.07122493568989778,0.18508553850112686,0.022982643935253795,0.07790975187506043
18,0.057619661671806904,0.038458643558354884,0.036363212329307205,-0.003740962577120553,0.001145709142920899
19,0.035500526523885134,0.026816083018552875,0.03348836171079248,-0.06520425261573004,-0.0018513892577650924
20,-0.08022712056877196,-0.06857181290013538,0.10115145889379965,-0.11674877832330559,-0.043581150002217774
21,0.060919080243135665,0.021151364380144172,0.11660931510324726,0.10260350559204162,0.12890533077574504
22,0.06677175066642867,0.08727540901161765,-0.04512245672330198,0.0640300326183347,0.04510959929060376
23,0.023499024245558744,0.09495142278630685,0.030965534203169866,0.11176129808664172,0.028324470198246618
24,-0.09986403617138849,0.05098345205850575,-0.11236382426121419,-0.12025481889473504,-0.08085340847879575
25,0.04810168709323015,0.010307926261245782,-0.06006642754172872,0.03375952952318835,0.03728213973428035
26,0.0031261077020322547,-0.07174459580278766,0.07817731346446194,0.10162256007634919,0.045256227933490094
27,-0.06553619098105135,0.010002957388001818,0.04150477321534318,-0.05786333156357533,0.050384417918505106
28,0.061909158917487744,-0.023589935928777575,0.1063565431659968,0.11174896518245206,0.017665298662330284
29,-0.017636070820378436,-0.08097167146575704,0.09184130770019415,-0.11203978398617861,-0.0008870864433481564
30,0.03452640123758268,0.07978975982939945,-0.0765059199260955,0.0624956171192607,0.0674696207910262
31,-0.0875978475663503,-0.02219099764092089,0.033645641300059745,0.015868750582104574,-0.0827512632079251
32,0.017439029904800975,0.021943780382241887,-0.12091172522898896,0.023369510135645838,-0.03154991857476326
33,0.03893324829816134,0.030265199488336995,0.002292155801520236,0.009374851451335355,0.10799571675388561
34,-0.012662328189607532,0.035913556488982035,-0.08081882806233592,0.026099858889219917,0.01162375034093507
35,-0.050860568862324596,0.013938545831308914,0.09003949339864685,-0.017805285228638834,-0.020154071751712264
36,0.033604995644882396,0.033909885650302576,-0.1076444976305287,0.07946618065208788,-0.08197926847350934
37,-0.028107881050561258,-0.02392430249404636,0.07419488086064027,0.030829825809714575,-0.0456584380766558
38,0.018654693447721814,0.09186819423906131,0.009929884552474191,0.036283462221896164,-0.008108881887127243
39,0.05198579808894071,-0.09777511308442627,0.004252799248029737,-0.018912385384346697,0.020657775667257346
40,0.022297222749653067,0.006538670511456899,-0.024546525887572196,0.013429639828053308,0.06054400452861834
41,-0.08861331505896981,0.034177162780700855,-0.07755828275537578,-0.11571495835633734,-0.0208478535312936
42,0.020522336069945826,-0.025087985717646515,-0.007484931217111522,0.03464990527880892,0.0005113383605597488
43,-0.006250736965513437,-0.05977287678542403,0.0861828611879035,0.05594918129620967,-0.04041702896569669
44,0.0866570749149169,-0.026453355556617264,0.14295955513889574,-0.03349026191295594,0.13278756886488152
45,0.008656933561644852,0.09336342161343814,-0.12966687478129266,0.10316795839291293,-0.06912005667863998
46,0.027806149575971342,-0.043592933698392206,0.01849462620583542,0.05863473719004021,0.02105698690055363
47,0.05412595252211181,0.07405949562962923,-0.03169471478019275,0.12217205520296531,0.04885667663007856
48,-0.0010429770834028851,-0.0396430137315244,0.09635296485721426,-0.011975589239698341,0.0032244839205219544
49,-0.08756010079846976,0.057694856172076994,-0.13953747295278018,-0.025923945988718174,-0.13128487067185896
50,-0.07011658118956643,0.003867216692438051,-0.03493989984552391,0.00619945602630468,-0.11728194380382419
51,0.09185704590814421,-0.014365921573327084,0.06789218206080845,0.023412767327487385,0.10213426033041775
52,-0.09812364019714731,0.06640173288098303,0.07023779196242591,-0.16013376665816897,0.007680738862470157
53,0.00356632540663564,-0.04745721020882194,0.16006755280719168,-0.09065285650106673,0.05632836622399675
54,0.06719241473103588,-0.08768340238212445,0.0625010248538981,0.12254768670723264,0.016963057169421657
55,-0.024499714642470295,0.012391454819384815,-0.09960620654310252,-0.026219718860275604,-0.0890679148182278
56,-0.08507829120315201,0.06692034353735063,-0.1538394348211617,0.031407739083923907,-0.08465793120435744
57,0.061862430386442215,0.06396596111326514,0.06440949750436047,-0.042515935264284016,0.07564220009721914
58,-0.027197561913314863,-0.037540238849113165,0.05225451807345417,-0.02910261236591561,-0.005879585597429394
59,-0.031042534487093754,-0.0591766708503677,-0.05143260699094067,-0.06123649670200627,-0.09404237161301099
60,-0.037343988993711254,-0.006954693061731295,0.01719816968971266,0.04522660118101646,0.054326496416134726
61,0.01816656727547512,-0.015671445069653258,0.008347123655042449,-0.07374394413451843,-0.08154830652136007
62,-0.009221586267362292,-0.03528366149167983,0.09375436779659678,0.07971362844788583,0.045971234200974945
63,-0.0822557288945655,0.002569548914715304,0.09735254197141754,0.012941113236010458,-0.03285118126185556
64,-0.0389015898088049,-0.03585091661430568,0.08129215017935379,0.05850273925686787,0.033221766758689944
65,0.015722110361639997,0.05219937812244696,0.06429312195248933,-0.05369151590504599,0.03783383239606431
66,-0.008178463972172102,0.02549304694490032,-0.13961848964964013,-0.009277694949408511,-0.09105404881947803
67,0.08557495475389709,0.08738611736855978,0.02294779091172064,0.04883428587033568,0.12600292239202168
68,0.07556874813606114,0.04708244433778042,0.06051482893892848,0.056913707811923835,0.06591086335418339
69,0.021699980758231964,-0.07186310330481302,0.019182305778861628,0.06766846854766409,-0.003612449688654311
70,0.07219875404844603,0.0647266888219081,-0.04242354967755506,0.04709427902037609,0.08897665398261466
71,-0.006954748247398346,-0.09059738858200192,0.032525672709493914,0.034606177399694946,-0.08762112421340429
72,-0.08730891837883657,-0.06566203990649216,0.20548659721729262,-0.024368212122229324,0.04587850688440525
73,-0.07343362018757303,-0.09011327112219501,0.005076779005489765,-0.09244387279918073,-0.079123884917328
74,0.030211607282797016,0.07806423795396476,-0.1141324662689017,0.021712158630616447,-0.08060436973550307
75,-0.09506037024190435,-0.08914472962073242,0.2041859140227235,0.016097932292193723,0.015138318486740555
76,-0.021769770146897096,0.06550340489957529,-0.017881144271739445,0.024194495293437094,-0.013110646064845697
77,0.010355837313943983,0.06932741811555378,-0.01783493709294527,0.053976690554079804,0.045441075738250986
78,0.06427948976214308,-0.056527752383331395,0.07900033046386079,-0.01009101647501063,0.11357971553244237
79,0.09196133698240497,0.00827600311253062,-0.09004902223435114,0.1460720267079698,0.05113890278011874
80,0.04590479587119703,0.10327098292449474,-0.1757554412416927,0.12154693531298771,0.017431385284706755
81,-0.03491849312631173,-0.10342708510233778,0.009982442992545276,-0.07847032604848198,0.017992840652467014
82,0.014401287357732318,-0.04848847778177691,0.03351710807260597,-0.04176952325600764,-0.040776015980173184
83,0.07783103774670647,-0.07831156668407334,0.07688019783054345,-0.011367634859392704,0.07763245760004048
84,-0.03588756118822709,-0.07386838134796192,-0.0354106655761982,0.04915161376670372,-0.04430382081448497
85,-0.07099322187043011,0.026533693131069236,-0.13716130262562132,-0.022796586934888258,-0.13232199143838919
