,V1,V2,V3,V4
0,-0.07403649385482795,0.09340559808810918,0.0423083921617169,-0.11124051423533837
1,-0.039280473772859245,0.10519591321525766,-0.08142483161236369,0.11847263741802475
2,0.03870606835979035,0.09711263347396748,-0.1382794013431684,-0.2099756949710007
3,0.03868010027478422,0.011702602526232508,-0.04848407950889644,0.07775636329240587
4,0.0511560770038254,0.06279797884236801,0.1693875723018171,-0.1452624476123868
5,0.010397791432903961,0.016846790274794136,0.023912020222267592,-0.14728977715429462
6,0.011644692346683215,-0.2049408458186666,0.09689822696023825,-0.1182685720222573
7,-0.06624850314338114,0.1111873177176582,-0.05230342069322352,-0.08000970161030208
8,-0.014087797105182171,-0.029587563457600566,-0.09593870376743195,-0.007651289393526765
9,-0.10924172776016093,-0.0981244573450722,0.09213648667635879,0.19026227719468505
10,0.0167124546257042,-0.12068301194734188,0.02451208624257995,0.05378182087466978
11,0.014798433189276435,-0.15337177511415662,-0.039092326915999454,0.02656841524125931
12,0.017058420516048757,0.01137669875974476,-0.2949227002112091,0.1864746707454851
13,0.08476566870663632,0.03224434140018427,0.19629842308414622,0.07091299980404227
14,-0.11789329755268219,-0.07565232664014293,0.16836746628029384,-0.0005431327341244227
15,-0.053888864757066036,0.1580280372282347,-0.23405965429029857,-0.0346213968968211
16,0.17074658520525204,-0.12052661920277316,0.1725238746710442,0.06338823704280898
17,-0.09501430544706867,0.1483015099436263,-0.004115448631424587,0.15625543960111338
18,0.10870787944094028,0.038590945846672234,0.0833797877569071,-0.03718477609483839
19,0.0291145523453583,-0.030104066399854197,0.038101971662404074,0.21777071446647325
20,-0.04937961828431127,0.01091982535980189,-0.03111547391233854,0.07896835588208191
21,-0.10365512858374125,0.13365644274481767,0.0023224728051753837,0.06568155883928883
22,0.0352745274337125,0.022507815206639185,-0.007126127802010201,8.237753449571311e-06
23,0.027228263762162492,0.020697762719310453,-0.03592818630377603,-0.16314361231814373
24,0.08559840077848159,0.011005747400746807,0.07273135601040968,-0.09756681685582244
25,0.014332271884441595,-0.005644313863982375,-0.09361584492123115,-0.20626577453575273
26,0.04087346487435187,-0.0965204994278139,0.23675503234265136,0.06830424901009068
27,-0.24374690677408664,0.11390905840825921,-0.158123642010094,0.04109600708673565
28,-0.1261672841572153,-0.0018318594826332024,-0.08904320771705569,0.17231928637508392
29,-0.010043390527481105,-0.001458241433509249,0.1024626248959653,0.06916281585663532
