time_index,V1,V2,V3,V4,V5,V6
0,0.03814800264394225,0.024994614162323375,0.0022705736112994656,0.010995097990277073,0.0,0.0
1,-0.05000900669579586,0.1342746394254773,-0.17323520816665133,0.033577278292745705,-0.10433218564818506,0.07557078566576698
2,0.06448826380681123,-0.07830755099624884,0.29467915479816525,0.1833926724786913,0.0943879763055011,0.18909697420475952
3,-0.13445190579358623,0.039485885830471454,-0.26733583513909714,-0.17881024153360392,0.03397801830876028,0.26249069172009115
4,0.11809320417523918,-0.2162258443175356,0.3662208835949673,0.20390627446970055,0.1182538951034292,0.18203308977471747
5,-0.11092752373128562,0.21231980710052295,-0.09195395190402837,0.06314610200553078,-0.29799465999774105,0.1058902248955603
6,0.04746352651270544,-0.1355634546469377,0.277787301766327,-0.14494852398261973,0.31730105542938286,-0.01940602349881873
7,-0.04394428888248716,0.07258886804076396,-0.1650499606373826,-0.21979087272988548,-0.3226645740688928,0.03861358047288846
8,0.21490394203723753,-0.19555855614625448,0.28069791593975024,0.36600850634730775,0.1395366351857848,0.00819722387018007
9,-0.07764135600882942,0.30742914638646046,-0.16207389540420775,-0.02626978149867223,-0.32790875447232537,0.16511322378009002
10,0.09794791675568518,-0.06891017356316295,0.2870507031899897,0.32842474115529807,0.1773331254253473,0.06469389265121138
11,0.012797544981701311,0.21909917086021063,-0.08495972617424855,0.05791071930175273,-0.11355273941841855,0.08067858357725673
12,-0.13452801062836844,-0.05539680614878646,0.0995282488563574,-0.1348179977204345,0.03244150718026943,0.31142131486329816
13,0.1189251296982802,-0.04944097570170017,-0.10926373307943696,0.002690453668916501,-0.052405883815882875,0.22117040460938997
14,0.11976464758204101,0.11322006453757913,0.24041799106257844,0.31148501054963507,-0.16849904343587668,0.02618929008514531
15,-0.07595501471662545,0.198298306218052,-0.3233580195996931,-0.33508976567440757,-0.1229472228845949,0.06819727503627367
16,0.09874729912421734,-0.15934310393071593,0.22855424326336865,0.08443801189187788,0.011841429125517375,-0.1575094259343584
17,-0.14237343893730725,-0.12284301280858995,-0.311207550802012,-0.22494068789070942,0.04337816752923884,0.028121770019838767
18,0.08239338595663281,-0.016666101688126364,0.0871003174926494,0.35456516496743445,0.2698049026346291,-0.09907697421892059
19,-0.291367019715568,0.19706957222831928,-0.2590775825706774,-0.4342762977867001,-0.4060913635727504,0.23929147975608697
20,0.3537169064281339,-0.2087573294704833,0.2832426488086591,0.3707601985640445,0.5256928468649732,-0.07107165680873267
21,-0.2076980766397814,0.1046088976341171,-0.23904691049288038,-0.13648509208513807,-0.6428963932634781,0.012919870051953677
22,0.17616455451743304,-0.07950640956424204,0.2662271943518524,0.2798576954971197,0.5263334796418103,0.006608354353676099
23,-0.28755728659899316,-0.051933120445261105,-0.18864463134838394,-0.3969111096403377,-0.31763037066867605,0.10224537199057844
24,0.3805951429050255,-0.033937732228174505,0.11418385405501533,0.4442133851435272,0.49465590833987233,-0.24436747368585945
25,-0.1856185950029511,0.39413429260261373,-0.23195156709440778,-0.37084112355403503,-0.8499714441500377,-0.17180346068319144
26,0.0234754544415946,-0.34233335724368347,0.021725421762446573,-0.24865405919866732,0.6676059265606178,-0.09878440186922893
27,-0.1383608814648687,0.2248190320200077,-0.019362209675260672,0.16712835769800446,-0.4215659800081398,0.007678114986918385
28,0.12287911152855756,-0.190486225314819,-0.02793563754351929,-0.3055260940584908,0.5408030963025676,-0.05392235149166991
29,-0.062454574213921255,0.07051753049739205,-0.05333349523668347,0.27119289794019136,-0.4123118952460468,-0.04247146687978098
30,0.18405634230471635,-0.0579130862232053,0.09091460937977519,0.18312172514569933,0.19092985941149138,-0.19866843087305497
31,-0.18254243104312923,-0.07175150722504214,-0.16234788190546048,-0.1665565327609437,0.02694981228463894,-0.08201148765774148
32,0.11975634014923438,-0.1062263504249,0.057844254831135825,0.15019303377642962,0.058407248276253806,-0.05294768267392824
33,-0.040619819689174684,-0.16564456354609453,0.04796498669524159,0.15588509175680162,-0.006602798718507469,0.09444717422080673
34,-0.11258349002088958,-0.05158813110790507,0.1865364396913327,0.0518419651543993,0.022432930148077356,0.2654707399740739
35,0.26353601153108763,0.13925797771099457,-0.09491717421051171,0.10219531407329459,0.13754880585076906,0.047508771594186636
36,-0.4125728739306336,0.011214421350962234,-0.10918707836399197,-0.7197626694576476,-0.44894148151699276,0.372523128586441
37,0.28123615896860776,-0.08186807783785227,0.10935747363909709,0.28676462545036263,0.5643511947493278,0.02245875450293617
38,-0.29697664670792756,-0.09948776216613728,-0.08469073541978281,-0.2744125414841707,-0.404426204829548,0.36653009213398274
39,0.27622233082602854,-0.04337406586464859,0.27827224391303496,0.744304124156768,0.4819821527206251,-0.02354326678521164
