time_index,V1,V2,V3,V4,V5,V6
0,0.11284245704069462,-0.1399344488117951,0.07300703112128909,0.016247846584365892,0.0,0.0
1,-0.026253678239508513,-0.17447857701341607,0.2671618044699683,-0.06258422125741962,-0.037118412061701335,-0.016998693350167578
2,0.08862649056745799,-0.07311941551955746,0.466151349942565,-0.04594527565788129,-0.03792262427892977,-0.1862390944748704
3,-0.026616057526874654,0.005097580430557518,0.3176888730673645,0.024060961102514822,0.0776445515245068,0.015548482157198625
4,0.006577142599566691,-0.009335804535111715,0.34131743882476984,-0.22385380650384207,0.20109552750874268,-0.10350941908925444
5,-0.1456863855511152,-0.17226124181822566,0.19438282609336238,0.03610410002042787,-0.07076826420287938,0.0428873013814621
6,-0.20572229746966647,-0.01309186960564332,0.1422347259598929,-0.1275088849195509,-0.028636539275927367,-0.10673968290399602
7,-0.06759765307887727,-0.19455734309849348,0.23982053566212502,-0.320444694029566,0.03834842243486991,-0.09743560707652354
8,-0.0735787818740349,-0.15893653304178906,0.2387499303357134,0.27405071972412615,0.04621109054696873,-0.10734498616376019
9,-0.10991713574945965,-0.18080212123765152,-0.07644433724074218,-0.13263381781894903,0.27465414248010694,0.07998273788776379
10,-0.1718218316245849,-0.09422058203991225,-0.02631729380910104,-0.02595121260972645,0.32399011269135597,-0.09736860492831745
11,-0.06198109454940811,-0.001913140744414902,0.08124116284807134,-0.0767345824690672,0.1978095957493734,-0.22045249249403795
12,-0.004432666973341479,0.003854794783658331,0.08566856101299963,-0.21713009886678028,0.06512060139795861,0.01731058327382788
13,0.05815684644396149,0.0220479868683914,0.20900512032090146,0.18033759156007595,0.10329040220878741,0.019806319520113604
14,-0.045489432318453774,-0.0018400746580062455,0.15806575883770066,-0.04031740654649172,0.19341474678902665,0.01856493767542742
15,0.11323827910395291,0.10886913682526804,0.09176922465979698,-0.2872166415751017,0.2295760499916273,0.10378804716778763
16,0.024016547986568042,0.08114827933952512,0.21207573876703661,0.1588491219354268,0.20123433521278145,0.04598902053455013
17,-0.09539335800710111,0.028905879389906037,0.05748714258625924,-0.12476961315543802,0.24427664775659264,-0.021151832932214995
18,-0.14920552733393275,0.0824437084408024,-0.17842528982517308,0.1337624806479481,0.07561727030759847,-0.03145438283330429
19,-0.11156285911299268,0.0729637808054411,0.08485162448443154,-0.19511031824396563,-0.07577942814984318,-0.04695477642012357
20,-0.038807536434788,0.2117239209498001,-0.0870428154372272,-0.08335054436980949,0.059438467346026605,-0.1461918759684873
21,0.05285255418456876,0.06548805833383252,-0.2374712462380028,-0.00793933804119367,0.1444025018601592,0.16632848421871624
22,-0.13784797155852274,-0.0778843217705,-0.13214311875008855,0.0905627366345414,0.19871363312846899,-0.09050745700038226
23,-0.01678262812558634,0.17656929981328176,-0.29731935194238746,0.11436939511680051,0.2003234319077745,0.056398588166740704
24,-0.11863048219616931,0.03991427919903184,-0.3262112696738554,-0.12021250580630041,0.12633648720650364,0.021876378868367824
25,-0.11841108983823759,0.06362081653906404,-0.5274593527318374,0.20066386800234692,0.12273869106870211,0.22191378260612327
26,-0.1730075821631898,0.06815716620968423,-0.4924142127627484,-0.03672351770829607,-0.005808502947724489,-0.2645205144657313
27,-0.12875996119853256,-0.14743689330528986,-0.36999445886778304,-0.2033073390174771,-0.06948760790216177,-0.2374628296186506
28,-0.09656505970915182,-0.013423006114310826,-0.11238468144599659,0.03572511563850958,-0.20682231708986049,-0.22976006198692606
29,-0.06730432811403138,-0.09116702436907143,-0.22417264104935067,0.04561741136003579,-0.19286053485047033,-0.09802586425421667
30,0.02078501964474508,0.02144822168649528,-0.14430662984746034,-0.07392538818232888,-0.33133485818103464,0.06259355903989156
31,-0.03502057827510742,-0.05841910494512351,-0.009117872701247615,0.18066613312598076,-0.4078432149703666,-0.09632808321672955
32,0.051469893675200856,-0.279387186092084,-0.16613381589994836,-0.015891010836106015,-0.3595171075835297,-0.01825599920252761
33,-0.05148858455896414,-0.22749822697570854,-0.022330442446011664,0.1323622617395715,-0.36885713672510456,-0.064376467606222
34,-0.005968640698060447,-0.26673796568230934,-0.1534247133054386,-0.029448774881822383,-0.422451544128287,0.0655650771316569
35,-0.02872180428756117,-0.1802495579712145,-0.2031821066763167,0.19916736023640563,-0.29158441236117755,-0.12340997417306454
36,-0.15714752442085309,-0.2162260106517748,-0.18922445641582217,-0.13012496646307553,-0.2677252856472331,-0.02567414607057769
37,-0.02266217183346758,-0.19217718135919426,-0.0848526500100058,-0.025062590551728256,-0.28945473729982163,0.1901063147885684
38,0.05343169441937251,-0.17224163695439004,0.03103151886824025,0.0663823580283194,-0.2744878451842326,0.12284206610166785
39,0.0999046946053399,-0.1819345628303166,0.08157390184436357,0.19045838363003206,-0.20138394444769808,-0.03349206486534806
40,0.012465408195897407,0.06722028103416469,0.1119203394355969,0.15125074928458676,-0.09437571836316969,-0.13595852904103667
41,-0.07824436237090734,-0.09309449997598383,0.11718499910310029,-0.14867048504046543,-0.07470006746279344,0.10164665571096053
42,-0.015687150285181882,-0.0955005020207616,0.03906897138158899,0.16715153343255376,-0.010424324487127407,0.04544197261118245
43,-0.12329006265813922,-0.26280542645621735,0.05810297633272427,-0.04878633159067256,-0.08728326629396593,-0.0949677059239177
44,0.010209562483856148,-0.004628736236732267,0.17237912301227412,-0.019515145112915796,-0.08982947939295668,-0.10012863836404837
45,0.10845407811835582,-0.11824344150392507,0.301645415534759,-0.0630412042344607,-0.05642101369826434,-0.06012884698058002
46,-0.09803483044173503,-0.10615270044838808,0.38647793736703295,-0.14869652950192097,-0.1493049093217576,-0.2007661901366169
47,-0.04480152544006211,0.11562046324563169,0.23517873954556537,0.06398115935210244,-0.1825703327782183,-0.12255038160936005
48,-0.10140895078025028,-0.1727742543305958,0.039147669428219845,-0.2653739048299799,-0.11036561779748959,-0.10564354315362304
49,-0.017568994228073523,0.044387518301218426,0.011724523364689102,0.03871499913543047,-0.10453450620989277,0.0772804346770666
50,-0.0386938761089213,-0.06405799657525232,0.026365638127360425,-0.1536911097053415,0.0005932129842724232,-0.1700833272147718
51,0.003270112718891948,-0.18460799111745405,-0.1966001262410888,-0.0514248241703846,-0.11102489906419097,0.02077391278526581
52,-0.29743380344296827,-0.24636387215232064,-0.3431332005166735,0.12621525361639985,0.008662693887473177,-0.2654011846064416
53,-0.1834254777143914,-0.27529876010896565,-0.30436410019254423,-0.15152333355463618,-0.060778790434794075,-0.03605280238778638
54,-0.1291129355158071,-0.31378345416721903,-0.4117466966518627,0.15768953286453866,0.015114803537644467,-0.01774187853397819
55,-0.12947166562575008,-0.2381145109515884,-0.44697831464303706,0.0535911613967391,-0.2422676394465679,-0.14695880604601097
56,0.07109775501064819,-0.11231207295095909,-0.2711794658104737,0.24932584524025309,-0.1373663326571907,0.03669326191240019
57,0.13288680288175564,0.06673817476547847,-0.24132395833657333,0.049371139999202146,-0.0236440373749726,0.19801007946290802
58,0.13559378500284613,0.09585599811357333,-0.0026643735511286543,-0.08193316194283744,0.03280719543591025,-0.11222139437266673
59,0.12741618671013102,0.23274120462713416,0.1007174712892055,0.08025592499428129,0.1886887503331534,0.00212402648392096
60,0.19209324436140437,0.1738768741547572,0.27246478679483055,-0.03485028838298855,0.30213107329835265,-0.01454841564283725
61,0.14520209203254408,0.22402788507551682,0.2354775003193352,0.05904440478517499,0.28547779107636717,-0.08439417609969564
62,0.07265514531975704,0.22958090644365536,0.2934200958970953,-0.0845801208872898,0.35788853035067836,-0.06426547371486578
63,0.05056360677208179,0.20468713625529303,0.19869743927159722,0.117305177204588,0.24103048036049607,0.0986925999123783
64,0.013933673988340516,0.13740068123939217,0.22535703138437635,-0.20731082504451026,0.2836648999945578,0.0434924088016097
65,-0.09879841183095003,0.15187964241931373,-0.013299552509787121,0.06692610805584237,0.36699600148598943,-0.03626431246366748
