,V1,V2,V3,V4
0,-0.029609013726042924,0.1623145154936838,-0.001539377872549777,0.028246163202439584
1,-0.018713983124133245,-0.08041767643210827,-0.09811501995670219,0.1734914485544867
2,-0.21704455573528347,-0.06069251962942299,-0.06520480794900393,-0.060679226254943194
3,0.171959608010176,0.06220073109221359,0.07891646948252681,-0.059048349166519305
4,0.05603616481414262,-0.0154038432438579,0.060330739593871585,0.02045263960734321
5,0.0990143322703295,-0.08926394841475098,0.1463699824058754,-0.01966929542742157
6,-0.044098496477389615,-0.07243378017861357,-0.08429056692098569,0.0601915027878589
7,-0.19681511653813127,-0.22452097644548172,-0.13562654711117353,0.18971169403927668
8,-0.14491178155347753,-0.07621028910986022,0.10063938000195456,-0.0068330132213157285
9,0.04203544657530775,0.03054013869438599,0.0007296608348020192,-0.12218546160457547
10,-0.00024013533332477082,-0.017802876679042325,0.07597414492262075,0.09132485007739877
11,-0.004056070517340205,0.08185075465615235,0.009029177598802908,-0.14087881352426934
12,-0.06787326813700466,0.04847486570010373,-0.25542395543745955,0.1014392586396084
13,0.1844110308901757,-0.051584398671642495,0.06003041344815686,0.05525264718169145
14,0.024158858083858023,0.033024910548424775,-0.04472304320573625,0.15115407661552596
15,-0.014842261052083581,0.14842623828265508,-0.026691049334155476,-0.22772448946061813
16,-0.06704585368195631,-0.0706498314124827,-0.03757925537952373,0.08329051363833082
17,-0.04588225765535853,-0.060229356376861366,0.00608430442175591,-0.22155202484419012
18,0.09534233010616668,-0.05264554976410296,0.10239578765673715,-0.09763029415660127
19,-0.18491733225297483,-0.08502095347079403,-0.19364601296327916,0.15886416082295057
20,0.05749764039138475,0.11645789468712966,-0.15382800452148512,-0.04629197419433799
21,0.03144772182051322,0.009475510591185437,-0.06706624990346245,0.019281836865591238
22,-0.12158083749491132,0.08638622305502076,0.0778351334439048,0.02524827528811721
23,0.00684797427188287,-0.10136540973682383,-0.06389497730344262,0.055783158065369126
24,-0.07416841607675743,-0.02589520269416621,-0.0022082931320631938,0.1161792340307855
25,-0.19467455965216093,0.1589137619541381,-0.1680852261619118,-0.09920707397610742
26,-0.12258887827182559,0.00453078486931284,-0.20950594274912465,0.10434293923290495
27,-0.12904918270061355,-0.02461029292601051,-0.0923224618919133,0.012570361613686997
28,0.03566401125878394,-0.06646885981073315,-0.02026095472081147,-0.011414695036891503
29,0.07770800168975639,0.00031272697873646095,0.026455183026786396,-0.11543205692475575
30,-0.23153537342896777,0.11305327065454292,-0.12600873021815426,0.07710364858794094
31,0.0665888410487773,-0.17104255013835665,0.16781415322733748,0.20316728685868046
